street_address,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,interest_level
1812 2nd Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1812 Second Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1812 Second Avenue,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1818 Ocean Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1819 Second Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1819 Second Avenue,16,16,16,16,16,16,16,16,16,16,16,16,16,16
182 21 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 E 7 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
182 E 95 St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
182 E 95th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 E 95th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
182 E 95th St.,15,15,15,15,15,15,15,15,15,15,15,15,15,15
182 Eagle St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 East 7th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
182 East 94th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 East 95TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 East 95th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
182 East 95th Street,31,31,31,31,31,31,31,31,31,31,31,31,31,31
182 Garfield Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 Mulberry Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182 Prospect Park West,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1820  Palmetto Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821 Bleecker St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1822 Cornelia Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1825 Foster Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1827 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183 Mott Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183 North 8th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
183 Pinehurst avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1833 7th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1838 Adam Clayton Pwerll Blvd,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1838 Adam clayton powell blvd,3,3,3,3,3,3,3,3,3,3,3,3,3,3
184 1st ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Bleecker Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
184 Concord Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Eagle Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
184 First Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
184 Franklin Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
184 Grand St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Java St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Kearney Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Lexington Ave,4,4,4,4,4,4,4,4,4,4,4,4,4,4
184 Lexington Ave.,20,20,20,20,20,20,20,20,20,20,20,20,20,20
184 Lexington Avenue,19,19,19,19,19,19,19,19,19,19,19,19,19,19
184 Nagle,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184 Nagle Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
184 Noll Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
184 Thompson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843 First Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1844 84 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1845 First Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1845 First Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185 Audobon,2,2,2,2,2,2,2,2,2,2,2,2,2,2
185 Audubon Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185 Avenue C,12,12,12,12,12,12,12,12,12,12,12,12,12,12
185 Bleecker Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 Bronx River Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 Bronx River Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 E 3 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 E 3rd St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 E 3rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 E 85th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
185 East 3rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 East 3rd Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
185 East 85th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
185 Lenox Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185 audubon ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1854 7th Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1854 Ocean Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1858 7th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1858 Adam Clayton Powell Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185A Schaefer St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
186  Rockaway Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 13th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 Ave B,2,2,2,2,2,2,2,2,2,2,2,2,2,2
186 Ave. B,3,3,3,3,3,3,3,3,3,3,3,3,3,3
186 Avenue B,15,15,15,15,15,15,15,15,15,15,15,15,15,15
186 Grand Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 Green Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 Orchard St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 Orchard St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186 Orchard Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1863 Himrod Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1863 Park Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1864 Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1865 Madison Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1867 2nd Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1867 2nd Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1867 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1869 83rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187 E 116 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187 East 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187 East 79th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1872 Gates Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 2nd Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
188 8th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 Ave B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 Avenue B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 Claremont Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 Columbus Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
188 E 93 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
188 East 70th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 East 93RD Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 East 93rd Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
188 Ludlow,2,2,2,2,2,2,2,2,2,2,2,2,2,2
188 Ludlow Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
188 Orchard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188 Stockholm Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1883 Amsterdam Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1885 Amsterdam Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1886 Eastern Parkway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1889 Sedgwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189  West 89th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 Avenue C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 East 18th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 Norman Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 Sherman Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 W 89 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
189 W 89 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"189 W 89th St,",4,4,4,4,4,4,4,4,4,4,4,4,4,4
189 W 89th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189 Waverly Pl,2,2,2,2,2,2,2,2,2,2,2,2,2,2
189 Waverly Place,4,4,4,4,4,4,4,4,4,4,4,4,4,4
189 West 89TH Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
189 West 89th Street,28,28,28,28,28,28,28,28,28,28,28,28,28,28
189 w 89th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1890 Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1890 Lexington Avenue,6,6,6,6,6,6,6,6,6,6,6,6,6,6
19 Barrow Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Commerce St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Commerce Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
19 East 21st Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19 East 80th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19 Grace Court,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Monroe Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Park Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 S Willaims Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Saint Marks Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 South William Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19 St Marks Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 St Marks Place ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 Vermilyea Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19 W 69 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 W 69 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
19 W 69th St #1202,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 W 69th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19 W 8th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 West 103rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19 West 69TH Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19 West 69th Street,25,25,25,25,25,25,25,25,25,25,25,25,25,25
19 commerce ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19-14 Astoria Park S,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19-14 Astoria Park South,4,4,4,4,4,4,4,4,4,4,4,4,4,4
19-21 Barrow Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19-21 Palmetto St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19-21 barrow street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19-31 Ditmars Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 Bleecker St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 Claremont Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
190 E 7 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
190 E 7 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
190 E 7th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 E Mosholu Pkwy S,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 E. Mosholu,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 East 7th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
190 Meserole Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
190 Orchard street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 Sixth Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190 West 10th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1900 Lexington Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1905 Pacific Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191  Powers Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 Bedford Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
191 E 76 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 E 76 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
191 E 76th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 East 76 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 East 76th Street,18,18,18,18,18,18,18,18,18,18,18,18,18,18
191 Grand Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 Henry Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 Orchard St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 Orchard Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
191 Saint Nicholas Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 Saint Nicholas Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
191 Sumpter Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 W 10th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
191 Waverly Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 West 13th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191 orchard st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1910 Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1911 Dorchester Road,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1916 Prospect Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191a Court St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192   9th  Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 A Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 Bradhurst Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 Bradhurst Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
192 Bradhurst Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 E 75 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 East 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 East 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192 Sixth Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
192 Spencer Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1921  Palmetto Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1921 Palmetto St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1922 McGraw Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1928 Pacific Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
193  Java St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
193 Avenue C,7,7,7,7,7,7,7,7,7,7,7,7,7,7
193 E 4th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193 Meserole Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193 Meserole Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1930 BROADWAY,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1930 Broadway,23,23,23,23,23,23,23,23,23,23,23,23,23,23
1930 Broadway Alley,2,2,2,2,2,2,2,2,2,2,2,2,2,2
194 E 2 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
194 E 2nd St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
194 East 2nd Street,14,14,14,14,14,14,14,14,14,14,14,14,14,14
194 Stuyvesant Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1949 Adam Clayton Powell Blvd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 22nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 E 4th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 East  4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 East 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195 Wyckoff Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
195 Wycoff Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1952 1 Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1952 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1952 1st Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1952 First Avenue,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1952A 66th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1954 1st Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1954 First Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1956 1 Ave.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1956 1st Ave.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1956 First Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 5th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 Bradhurst Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
196 Macon Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
196 Madison Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 St Nicholas Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 Stanton St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 Stanton Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
196 Stockholm St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196 West 108th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1962 1st Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1962 First Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1962 First Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1964 1st Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1964 First Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1966  1st Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1966 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1966 1st Ave.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1966 First Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1966 First Avenue,18,18,18,18,18,18,18,18,18,18,18,18,18,18
197 Greene Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1975-1977 Lafontaine Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1978 Second Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198 Broadway ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198 Van Vorst Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1980 3rd Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1982 Atlantic Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1985 Ocean Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988 Coney Island Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Ave B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Avenue A,5,5,5,5,5,5,5,5,5,5,5,5,5,5
199 Avenue B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Bleecker St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Bleecker Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
199 Bowery,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Bridge STreet,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Bridge Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 E 3 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
199 E 3 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 E 3rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 E 3rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 East 3rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
199 East 4th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
199 East Fourth Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Kingston Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Kingston Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Knickerbocker Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Lefferts Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Malcolm X Boulevard,3,3,3,3,3,3,3,3,3,3,3,3,3,3
199 Orchard Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199 Sherman Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
199 bleecker,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990 Lexington Ave,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1990 Lexington Ave.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1990 Lexington Avenue,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1991 Broadway,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1991 Broadway ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997 Eastern Parkway ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2  Bank St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 BANK STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Bank St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 Bank St.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2 Bank Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Bedford Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Beekman Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Broadway Terrace,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Cooper Square,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2 Cooper Square Cooper Square An,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 E 29th St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2 East 129th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 GOLD ST,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2 GOLD STREET ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2 Gold St.,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2 Gold Street,120,120,120,120,120,120,120,120,120,120,120,120,120,120
2 Gold Street #14G,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street #4N,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street #5110,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street #5N,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street (STDO1502_1Bdrm),1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street (STDO2610_studio),1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Gold Street/5110,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Peter Cooper Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Peter Cooper Road,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2 River Terrace,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 South End Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Stanwix St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Stuyvesant Oval,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2 W 120,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2 Water Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2 West 120th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2 gold st,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 gold st ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2 gold st.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 gold st. ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2-01 50th Ave,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2-01 50th Ave.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2-01 50th Avenue,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2-01 50th ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2-12 Broadway Terrace,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2-12 Seaman Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2-4 Berkeley Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2-8 Gold Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20  Wall Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 5th Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Ave A,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Beekman ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Beekman Pl,9,9,9,9,9,9,9,9,9,9,9,9,9,9
20 Beekman Place,29,29,29,29,29,29,29,29,29,29,29,29,29,29
20 Broadway Terrace,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Bushwick Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 CORNELIA ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Clinton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Columbia Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Cornelia St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Cornelia St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Cornelia Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20 Cornelia Street NYC,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Covert,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Covert ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20 Covert St, Brooklyn, NY",1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Covert St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 E 88 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 East 42nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Exchange,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20 Exchange Pl,16,16,16,16,16,16,16,16,16,16,16,16,16,16
20 Exchange Pl. (2BDRM-1011_Flex3bdrm),1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Exchange Place,60,60,60,60,60,60,60,60,60,60,60,60,60,60
20 Exchange Place #726,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 Exchange Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20 FIFTH AVE ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
