display_address,bathrooms,bedrooms,building_id,created,description,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
"220 Sullivan St, Greenwich Village",1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 Walworth St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 Water Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 West 107th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 West 148th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 e 85 street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220 east 51st street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221 E 11th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221 E 16th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221 E 23rd St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2212 Ditmas Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2212 Ditmas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2213 Powell Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 Ave. B,2,2,2,2,2,2,2,2,2,2,2,2,2,2
222 E 34th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 East 19th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 East 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 East 34th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
222 East 82nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 East 84th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 West 14th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 West 83rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222 e 35th St Apt 2D,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2221 Ditmas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2225 Ditmas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223 North 7th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223 North 8th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
223 east 12th street nyc,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224 1/2  21st street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224 East 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224 East 59th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
224 easy 39 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2245 Ocean Parkway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2248 First Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 24th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
225 East 111th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 East 34th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
225 East 70th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
225 East 85th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 Front Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 Lafayette Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 Rector Place,3,3,3,3,3,3,3,3,3,3,3,3,3,3
225 Rector place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225 West 83rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226  East 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 Atlantic Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 E 87 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 East 26 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 East 36th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 East 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 East 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2264 Davidson Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
227 East 5th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227 Halsey St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
227 Kingsland Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227 Lenox Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227 Linden Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227 Marion Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227 West 77th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
227 e 5th Street ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
228 67th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 E 36 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 E 36th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 East 26th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 East 85th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 Jefferson St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 WEST 71 STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 West 71 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228 e 10th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2280 Grand Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 E 29th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 EAST 53 STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 East 5th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
229 East 80th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
229 Jefferson St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 West 105th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 West 60th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229 e 53RD ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2295 Adam Clayton Powell Junior Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22nd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
22nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23 Avenue A,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23 East 93rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23 KING STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23 West 73rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23-11 28th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23-35 broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23-44 37th st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23-58 28th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 Central Park South,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 E 52nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 East 44th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
230 East 52nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 East 52nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 Schaefer st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 West 55th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 West 55th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230 West 56th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2307 Adam Clayton Powell,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231 E53rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231 East 53rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
231 Marion Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231 West 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232 E 75 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232 EAST 95TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232 Elizabeth,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232 Elizabeth Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2324 Bathgate Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2324 Walton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2325 Foster Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2325 Holland Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233 E 29th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
233 East 82nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233 Frost Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233 Madison Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2330 Valentine Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234 EAST 5TH STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234 East 88th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234 Thompson Street***as,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234 Union Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234 W 14th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2340 Beaumont Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2342 Atlantic avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2342 atlantic ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 13th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 51st street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 East 40th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
235 East 46th Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
235 East 88Th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 Irving Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 West 102nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 West 103rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 West 22nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235 West 48th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
235 West End Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236 East 33rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236 East 36th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
236 East 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236 Mulberry St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
236 e 36th st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237 E 88,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237 East 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237 East 79th Street Res,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237 Henry Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
237 Hosmer Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237 Sullivan Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 67th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 67th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 E 60th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 East 33rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 East 36th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 Madison Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 West 122nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238 West 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239 Ninth Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
239 W 72nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23rd Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
24 Caton Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24 Fifth Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24 St.,10,10,10,10,10,10,10,10,10,10,10,10,10,10
24-03 41st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24-04 41st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24-20 24th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24-25  28th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24-25 28th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24-29 43 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
240 East 46 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240 East 47th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240 East 86th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
240 East 90th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240 Howard Ave ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
240 Skillman Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240 West 104th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240 West 98th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241 Central Park West,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241 E. 73rd St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241 East 46 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241 East 86th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2411 East 3rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2415 creston ave bronx ny,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2419 Adam Clayton Blvd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2419 Davidson Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
242 5th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242 93rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
242 E 71 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242 East 25th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242 East 32 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242 East 71st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242 West 109th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2425 28th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
243 East 13th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"243 Harman St, Brooklyn, NY 11237, USA",1,1,1,1,1,1,1,1,1,1,1,1,1,1
243 Montrose Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243 West End Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244 East 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244 East Houston ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244 West 123rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244 east 3rd street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 E 44th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 East 124th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 East 25th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 East 30th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 East 44th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
245 East 58th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 W 48th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 W 75th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 W. 72nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245 West 14th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246 E 204th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
246 Mott St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
246 W 17th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2460 Adam C Powell Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247 W. 63rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247 West 109th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247 West 46th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247 West 87th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247 north 7th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247-251 North 7th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
248 Broome Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248 E 50,2,2,2,2,2,2,2,2,2,2,2,2,2,2
248 West 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2485 Elm Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249 Saratoga Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249 West 102nd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
249 West 11th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249 West 21st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249 e 10th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249 east  53 street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24th St Astoria Ny 11105,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24th St LIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24th St.,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24th Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
24th Street & 8th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25 -12 43rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25 Central Park West,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25 East 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25 Murray Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25 Newell St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25 River Drive South,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25 Stanhope,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25 w 126,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-10 31st Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-20 14th Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-34 36 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25-34 Crescent St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25-40 Shore Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-40 Shore Blvd apt 5h,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-56 37th st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-65 36th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-66 12th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
25-67 36th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-67 36th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25-82 37th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
25-86 44th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
250 Broome Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
250 East 40th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 East 53rd Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
250 Melrose St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 Mott St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 N 10th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 North 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 West 88th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 West 90th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 West 94th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250 east 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2500 Johnson Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2501 ditmars blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251 Baltic Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251 E 77 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251 Powers Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
251 West 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252 74th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
252 Seventh Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2521 31st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253 Driggs Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253 east 10th,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2530 Foster Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
254 Broome St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254 Manhattan Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
255 Hudson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255 Ocean Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255 Prospect Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255 Prospect Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255 West 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256 Irving Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
256 WEST 135,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256 WEST 135 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2567 36th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257 15th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257 East 61st Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
257 Gold Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"257 Gold st, PHZ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
257 Water Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258 Stagg Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2580 Bainbridge Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 Columbia Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 Hart St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 Lenox Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 W 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 W 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259 West 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25TH ST & 1ST AVE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25th Ave & 42nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25th Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25th St & 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25th and 9th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26 East 63rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26 Lefferts Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26 Morton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26 street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26-14 Jackson Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26-27 28th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26-80 30th Street, Astoria, NY 11103",1,1,1,1,1,1,1,1,1,1,1,1,1,1
260 W 54th st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260 West 26th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
260 West 54 Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
260 West 54th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"260 West 54th Street, Apt. 43B",1,1,1,1,1,1,1,1,1,1,1,1,1,1
2600 Creston Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2600 Netherland Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
260th St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
261 Gates Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2621 Cortelyou Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2626 East 13th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263 Powers St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263 West 70th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
264 E 2nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264 East 2nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264 WYCKOFF STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264 Withers Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264 w 24th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265 East 66th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
265 Nostrand Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265 W 146th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 12th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266 Washington Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 71st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 Edgecombe Ave. (btw. W 144th St.-W 145th Sts.)  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267 Edgecombe Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267B Grand Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 Bainbridge Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268 Cleveland Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2685 Creston Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2695 Briggs Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26th & 3rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 1/2 Morton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 Morton St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 W 16th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 W 16th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27 West 16th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27 west 71,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27-37 27th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
270 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 E 78 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Glenmore Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Jay Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270 Park Avenue South,3,3,3,3,3,3,3,3,3,3,3,3,3,3
270 Tenth Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2700 Henry Hudson Parkway,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"271 E Fordham Rd,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
271 West 11th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
271 West 47th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
